#,1494235126
2500,76
2510,64
2522,50
2533,11
2543,7
2554,24
2565,23
2576,9
2587,-10
2597,-24
2609,-11
2619,126
2630,158
2641,147
2652,135
2663,179
2673,168
2684,177
2696,141
2706,106
2717,77
2727,66
2739,83
2750,105
2760,122
2771,122
2782,128
2793,111
2804,105
2814,157
2826,293
2836,380
2847,416
2859,432
2869,415
2880,353
2890,270
2902,211
2912,217
2923,247
2934,250
2945,226
2956,157
2966,82
2977,58
2989,39
2999,36
3010,66
3020,110
3032,164
3043,201
3053,199
3064,172
3075,139
3086,92
3097,44
3107,-6
3119,-41
3129,-61
3140,-82
3151,-93
3162,-86
3173,-77
3183,-61
3194,-37
3206,-11
3216,18
3227,40
3237,58
3249,72
3260,84
3270,85
3281,80
3292,82
3303,85
3313,85
3324,80
3336,85
3346,100
3357,136
3397,168
3400,154
3411,133
3422,108
3433,84
3444,64
3454,56
3466,50
3476,45
3487,44
3499,53
3509,73
3520,89
3530,98
3542,107
3553,110
3563,106
3574,95
3585,80
3596,70
3607,60
3617,64
3629,76
3639,79
3650,76
3661,70
3672,70
3683,72
3693,87
3704,100
3716,115
3726,126
3737,131
3747,134
3759,135
3769,133
3780,133
3791,140
3802,143
3813,146
3823,141
3834,137
3846,126
3856,112
3867,101
3877,92
3889,89
3900,88
3910,90
3921,89
3932,92
3943,96
3954,97
3964,97
3976,96
3986,91
3997,85
4008,82
4019,81
4030,83
4040,86
4051,94
4063,98
4073,100
4084,97
4094,94
4106,90
4117,86
4127,82
4139,82
4149,85
4160,87
4170,89
4182,90
4193,95
4203,99
4214,104
4225,104
4236,102
4247,102
#,1494324818
763,-10
772,-4
783,1
793,9
804,18
815,22
826,24
836,22
847,15
859,7
869,0
880,-7
890,-10
902,-9
913,-3
923,1
934,10
945,16
956,18
966,19
977,14
989,7
999,0
1010,-8
1020,-12
1032,-13
1042,-11
1053,-8
1064,-13
1075,-17
1086,31
1096,101
1107,-9
1118,-56
1129,53
1140,-1
1150,-94
1162,4
1172,51
1183,-38
1195,-12
1205,68
1216,17
1226,-30
1238,42
1248,40
1259,-37
1270,-10
1281,32
1292,-31
1302,-40
1313,20
1324,14
1335,-19
1346,23
1356,53
1368,4
1378,-1
1389,31
1399,-6
1411,-34
1422,0
1432,3
1443,-21
1454,-4
1465,28
1476,11
1486,1
1498,32
1508,22
1519,-6
1529,7
1541,11
1552,-15
1562,-20
1573,0
1584,-4
1595,-12
1605,14
1616,28
1650,27
1659,5
1671,-9
1681,-3
1692,-6
1703,-19
1714,-9
1725,9
1735,4
1746,7
1758,24
1768,19
1779,8
1789,12
1801,10
1811,-4
1822,-10
1833,-2
1844,-8
1855,-11
1865,4
1876,8
1887,8
1898,19
1909,25
1920,18
1931,9
1941,6
1952,-1
1963,-16
1974,-11
1985,-6
1995,-5
2007,2
2017,13
2028,18
2039,16
2050,17
2061,16
2071,4
2082,0
2093,-1
2104,-9
2115,-8
2125,-5
2137,-2
2147,3
2158,10
2168,17
2180,18
2191,14
2201,14
2212,7
2223,-1
2234,-5
2244,-8
2255,-8
2267,-5
2277,1
2288,8
2298,9
2310,16
2321,17
2331,13
2342,9
2353,3
2364,0
2374,-4
2385,-8
2397,-7
2407,-3
2418,6
2428,12
2440,11
2450,18
2461,15
2472,5
2483,5
2494,1
2504,-7
2564,7
2570,11
2580,10
2591,12
2603,13
2613,7
2624,3
2634,-2
2646,-5
2656,-5
2667,-6
2678,0
2689,4
2700,6
2710,11
2721,12
2732,12
2743,10
2754,6
2764,4
2776,-2
2786,-4
2797,-3
2808,-3
2819,-1
2830,4
2840,9
2851,11
2862,10
2873,12
2884,9
2894,5
2906,-2
2916,-7
2927,-4
2937,-3
2949,-1
2960,4
2970,8
2981,8
2992,11
3003,12
3013,10
3024,5
3036,4
3046,1
3057,-4
3067,-4
3079,-2
3090,-1
3100,3
3111,8
3122,11
3133,11
3143,10
3154,10
3166,4
3176,0
3187,0
3197,-4
3209,-2
3219,0
3230,1
3241,4
3252,8
3263,10
3273,11
3284,9
3295,6
3306,3
3317,0
3328,-1
3339,-2
3349,-2
3360,0
3372,2
3382,7
3393,10
3403,11
3415,11
3450,2
3458,-1
3469,-2
3479,-2
3490,0
3501,1
3512,5
3523,8
3533,10
3545,11
3555,9
3566,8
3576,4
3588,0
3599,-1
3609,-1
3620,-2
3631,0
3642,1
3653,7
3663,10
3675,10
3685,10
3696,8
3706,5
3718,2
3729,0
3739,-1
3750,-3
3761,-1
3772,2
3782,5
3793,7
3805,10
3815,9
3826,9
3836,7
3848,5
3858,1
3869,0
3880,0
3891,-1
3902,0
3912,3
3923,4
3935,7
3945,9
3956,9
3966,7
3978,7
3988,4
3999,0
4011,0
4021,0
4032,0
4042,0
4054,4
4064,7
4075,7
4086,8
4097,9
4108,9
4118,6
4129,3
4140,2
4151,-1
4162,0
4172,0
4184,2
4194,3
4205,8
4216,8
4227,9
4238,8
4248,10
4259,9
4270,3
4281,1
4292,2
4302,0
4336,5
4345,6
4357,9
4368,12
4378,10
4389,8
4400,7
4411,4
4421,0
4432,1
4444,0
4454,-1
4465,2
4475,6
4487,6
4498,8
4508,10
4519,11
4530,7
4541,5
4551,4
4562,0
4574,0
4584,1
4595,1
4605,2
4617,7
4627,9
4638,9
4649,9
4660,9
4671,7
4681,5
4692,4
4704,1
4714,0
4725,1
4736,3
4747,4
4757,5
4768,9
4780,10
4790,9
4801,8
4811,7
4823,4
4833,2
4844,2
4855,2
4866,0
4877,3
4887,5
4898,7
4909,8
4920,12
4931,9
4941,6
4953,5
4963,3
4974,0
4984,0
4996,2
5007,1
5017,3
5028,8
5039,7
5050,3
5061,10
5071,9
5083,2
5093,2
5104,6
5114,1
5126,-2
5137,2
5147,4
5158,1
5169,4
5180,11
5190,7
5224,6
5234,0
5244,1
5256,3
5266,-1
5277,1
5288,5
5299,5
5310,4
5320,8
5331,10
5343,5
5353,4
5364,7
5374,1
5386,-1
5396,1
5407,1
5419,0
5429,3
5440,6
5450,6
5462,5
5472,9
5483,8
5494,3
5505,3
5516,2
5526,-1
5537,0
5549,2
5559,1
5570,2
5580,5
5592,6
5602,6
5613,8
5624,8
5635,3
5646,3
5656,3
5667,0
5678,-1
5689,3
5700,3
5710,2
5722,5
5732,8
5743,7
5753,5
5765,7
5776,5
5786,2
5797,2
5808,1
5819,1
5830,2
5840,3
5852,5
5862,7
5873,8
5883,8
5895,8
5906,7
5916,5
5927,3
5938,1
5949,0
5959,0
5970,1
5982,6
5992,5
6003,8
6013,11
6025,10
6035,7
6046,5
6057,4
6068,2
6079,0
6113,0
6122,4
6133,8
6144,10
6155,8
6165,9
6176,7
6188,4
6198,4
6209,3
6219,0
6231,-1
6241,3
6252,3
6263,4
6274,9
6285,9
6295,7
6306,8
6317,8
6328,4
6339,1
6349,2
6361,1
6371,0
6382,3
6393,6
6404,4
6415,6
6425,9
6436,8
6447,6
6458,6
6469,5
6479,2
6491,0
